,decade,text
3163,1969,Sugar ah honey honey You are my candy girl And you've got me you ah sugar sugar You are my candy girl And you've got me you I just can't believe the of you I just can't believe the wonder of this too Ah ah honey honey You are my candy girl And you've got me you Ah ah sugar sugar You are my candy girl And you've got me you When I I knew how sweet a kiss could be Like the summer sunshine pour your over me pour a little sugar on it honey Pour a little sugar on it baby make your life so yeah yeah yeah Pour a little sugar on it oh yeah Pour a little sugar on it honey Pour a little sugar on it baby make your life so yeah yeah yeah Pour a little sugar on it honey Ah ah honey honey You are my candy girl And you've got me you Oh sugar You are my candy
3164,1969,Suspicious We're caught in a I can't walk out Because I love you too baby Why can't you what you're to me When you don't believe a word I We can't go on together With suspicious And we can't build our On suspicious if an old friend I by to say hello Would I still see suspicion in your Here we go where been You can't see the are We can't go on together With suspicious And we can't build our On suspicious let our love survive dry the from your don't let a good thing die you know never to you We're caught in a I can't walk out Because I love you too baby Why can't you what you're to me When you don't believe a word I don't you know caught in a I can't walk out Because I love you too baby don't you know caught in a I can't walk out Because I love you too baby don't you know caught in a I can't walk out Because I love you too baby don't you know caught in a I can't walk out Because I love you too baby don't you know caught in a I can't walk out Because I love you too
3165,1969,You not the way you smile that my heart not the way you that me apart many go by I sit alone at home and cry over you What can I Don't want nobody you you Is it true what they say about They say you'll never be true It doesn't what they say I know love you any old way What can I What Don't want nobody you you Baby It doesn't what they say I know love any old way What can I What Don't want nobody you you Don't leave me alone Come on home you you You know I need your You know I love you
3166,1969,I Get Next To You Hold everybody Hold hold it Listen I can turn the sky blue I can make it rain whenever I want it to I can build a castle from a single grain of sand I can make a ship sail high on dry land But my life is and so blue I can't get next to you Next to you I just can't get next you I can fly like a bird in the sky and I can buy anything that money can buy I can turn a river into a fire I can live forever if I so desire are all the I can do I can't get next to you No what I do boom boom I can turn back the of you believe I can I can make the change just by my hand I can change anything from old to new The I want to do the to do am I with all the I possess you're the key to my And oh I can't get next to you you're my mind I can't get Can't you see these I can't get you that I need I get Can't you see these I can't get I can't get I can't now you're my mind I can't get
3167,1969,when with you Something you do me off the day day When you're this way I get a Come with me Don't say no Hold me close never let go your be Happy with me build a world around you with love everywhere And when you're there You'll be so glad I found you Come with me Don't say no Hold me close let me go Come with me Don't say no Hold me close let me go never let me go never let me go never let me
3168,1969,Something Something in the way she me like no other Something in the way she me I don't want to leave her now You know I believe and how Somewhere in her smile she That I don't need no other Something in her style that me I don't want to leave her now You know I believe and how You're me will my love grow I don't I don't know You stick now it may show I don't I don't know Something in the way she And all I have to do is think of her Something in the she me I don't want to leave her now You know I believe and
3169,1969,Hot Fun in the Summertime of the spring and here she back hi there Them summer Those summer when I have most of my fun back high there Them summer Those summer I cloud nine when I want to Out of yeah County fair in the country sun And everything is cool yeah Hot fun in the summertime Hot fun in the summertime Hot fun in the summertime Hot fun in the summertime First of the fall and there she goes back bye there Them summer Those summer when I want to Out of yeah County fair in the country sun And everything is cool yeah Hot fun in the summertime Hot fun in the summertime Hot fun in the
3170,1969,Little Woman Little Woman please make up your mind You've got to come into my world and leave your world behind Come on now You got to come down from that cloud girl and Leave your world behind When your with me I feel sunshine Even when in the rain Something that I can't explain When I hear your name But you can't help it that You're always in your mind so much I say to you And so little time Hey Little Woman please make up your mind You've got to come into my world And leave your world behind You got to come down from that cloud girl and Leave your world behind What do you when your down a busy street and not there Is my picture in your mind with you there how it is in my world girl You're with me all the time Why don't you come into my world and leave your world behind Hey Little Woman please make up your mind You've got to come into my world and leave your world behind All right You got to come down from that cloud girl and Leave your world
3171,1969,Jean are red All the have gone green And the are so low You can touch and so Come out to the Jean you're young and alive Come out of your dream And if you to the top of the hill Open your Jean Till the sheep in the valley come home my way Till the fall around me and find me alone When the sun still be For are red And all of the have gone green While the are ablaze with the yellow haze Come into my Jean you're young and Come out of your dream And if you will to the top of the hill Come into my Jean Jean Embed
3172,1969,the Way Love Is baby fall from your a thousand you ask yourself why The one guy you love has you're left alone and woo Love just and it goes How long said nobody the way love baby the way love yeah how it is how it my little now I know you're down a lonesome road And your heart is a heavy load I know you feel like you ain't got a friend and your whole in but now is the time to be strong You forget him now that gone And the way love honey the way love how it is my little baby listen to little darling The road of love rough Don't let it get the best of you Said been hurt by love so many So I know just what you're through you wish that you were never born You forget him now that gone Just the way love the way love yeah how it is So wipe away your Love is here today and gone tomorrow I say all your turn to sorrow One day and the next day the way love baby Embed
3173,1969,Easy to Be Hard How can people be so How can people be so Easy to be hard Easy to be cold How can people have no How can they ignore their Easy to be proud Easy to say no people who care about Who care about evil and social injustice Do you only care about the How about a I need a friend How can people be so You know hung up on you Easy to be proud Easy to say no people who care about Who care about evil and social injustice Do you only care about the How about a We all need a friend How can people be so How can people be so Easy to be proud Easy to say no Easy to be cold Easy to say no Come easy to give in Easy to say no Easy to be cold Easy to say no Easy to say
3174,1969,at me I don't hear a word they're Only the echoes of my mind People I can't see their Only the of their where the sun Through the rain where the weather my off of the northeast on a summer breeze And over the ocean like a stone where the sun Through the rain where the weather my off of the northeast on a summer breeze And over the ocean like a stone at me Can't hear a word they're Only the echoes of my mind I won't let you leave my love behind No I won't let you leave ah I won't let you leave my love behind I won't let you
